Tiempo (s),intensidad
4309,1.719095486192887e-8
4310,2.257081806025221e-8
4311,2.402370575849903e-8
4312,1.740977666644487e-8
4313,2.2866516029195184e-8
4314,1.6720389882209132e-8
4315,2.3381609337662013e-8
4316,1.9026416522385155e-8
4317,2.4128409779700267e-8
4318,2.0630293187742336e-8
4319,1.835525405711998e-8
4320,1.7161213723831898e-8
4321,2.304896349119332e-8
4322,1.6477897613016462e-8
4323,2.118126042828173e-8
4324,2.113544518532061e-8
4325,1.8565087480291076e-8
4326,2.092157617499167e-8
4327,2.324712227945501e-8
4328,2.620925643211437e-8
4329,2.1574642101449313e-8
4330,1.673715353254592e-8
4331,1.7776898796691322e-8
4332,1.7065695801360227e-8
4333,1.883189395786454e-8
4334,1.890352082191896e-8
4335,1.59078577933252e-8
4336,1.8819422830674038e-8
4337,2.5999889367373878e-8
4338,2.502865431174608e-8
4339,2.1180733700962318e-8
4340,1.8045137681281584e-8
4341,1.992104882973079e-8
4342,1.7300274737129344e-8
4343,1.728355197562474e-8
4344,1.7705818173389495e-8
4345,2.0486572265658016e-8
4346,1.4892993501390374e-8
4347,1.4999410812662024e-8
4348,1.5552062753863458e-8
4349,1.0867063379881842e-8
4350,1.0326387071661562e-8
4351,8.652587503448685e-9
4352,8.162708732960669e-9
4353,1.2252319126275818e-8
4354,1.0675735370921887e-8
4355,1.4302145765600215e-8
4356,1.3747074934867499e-8
4357,1.5303487037256742e-8
4358,1.8131490217749426e-8
4359,1.676911719851766e-8
4360,1.4097918643325585e-8
4361,1.200988088346843e-8
4362,1.3118434161231674e-8
4363,1.2104657342932945e-8
4364,1.6301001973563167e-8
4365,1.6444209459272592e-8
4366,1.7185730615896227e-8
4367,1.41174871140423e-8
4368,1.54801334394117e-8
4369,1.1119122118420637e-8
4370,1.118312038361954e-8
4371,1.1522825896872e-8
4372,1.0886410337667774e-8
4373,9.497858606424927e-9
4374,9.917894859855536e-9
4375,9.527904599156918e-9
4376,1.508142573982782e-8
4377,1.6758687394679072e-8
4378,1.496210850788648e-8
4379,1.3166807918878634e-8
4380,2.0506502721747705e-8
4381,1.4123466364854327e-8
4382,1.7373711278415956e-8
4383,1.2545627832604192e-8
4384,1.526480989329192e-8
4385,1.609107281118678e-8
4386,1.735921171916284e-8
4387,1.6769881739867506e-8
4388,2.09038124391224e-8
4389,1.7771426920684494e-8
4390,1.612811457396294e-8
4391,1.5972871580066227e-8
4392,1.0815161275119361e-8
4393,8.54286611318917e-9
4394,1.263903743017399e-8
4395,1.0122574924966381e-8
4396,1.3016172633056643e-8
4397,1.1378544177250124e-8
4398,1.025504333694551e-8
4399,1.589400334203264e-8
4400,1.409332606702377e-8
4401,1.3145902291186095e-8
4402,1.1408307009899415e-8
4403,1.1495064169580897e-8
4404,1.212967878094199e-8
4405,1.4138163508837353e-8
4406,1.443617041021331e-8
4407,1.4465818107582097e-8
4408,1.3307332242773306e-8
4409,1.3903719578840664e-8
4410,1.4241902228934705e-8
4411,1.77161439326668e-8
4412,1.3353465847049095e-8
4413,1.749365671744861e-8
4414,1.931866003732897e-8
4415,1.918246436099657e-8
4416,2.0721729492637775e-8
4417,2.096696160944414e-8
4418,1.8643837115396168e-8
4419,1.700376131247716e-8
4420,1.799318312517859e-8
4421,1.9141598387626673e-8
4422,2.0553098330337658e-8
4423,1.8699517471352964e-8
4424,1.9512535221351707e-8
4425,2.071204590626572e-8
4426,2.336651799412128e-8
4427,2.294322160908418e-8
4428,2.0995054193578568e-8
4429,1.8131936940752755e-8
4430,1.9778575068852633e-8
4431,2.0302971266832048e-8
4432,2.1738441256038318e-8
4433,2.238597425684579e-8
4434,2.170697469643949e-8
4435,1.6391096230599226e-8
4436,1.608881285497712e-8
4437,1.9576497803616837e-8
4438,1.880182473490263e-8
4439,2.0320027904141975e-8
4440,1.538941105788118e-8
4441,1.710263392797001e-8
4442,1.7237560362529136e-8
4443,1.691764081317808e-8
4444,1.7547522178741845e-8
4445,1.760979093438077e-8
4446,2.0992758031456045e-8
4447,1.811064009039154e-8
4448,1.747748749230407e-8
4449,2.1087364258082292e-8
4450,2.1614291287940007e-8
4451,1.8828186868511127e-8
4452,1.8137336061809986e-8
4453,2.046662347921099e-8
4454,2.1456851721372407e-8
4455,1.9938555888714854e-8
4456,2.2691656462743117e-8
4457,2.3831298145067087e-8
4458,2.2886706487263327e-8
4459,2.36360663260863e-8
4460,2.2880394066958547e-8
4461,2.4209510032386003e-8
4462,1.884668621947018e-8
4463,2.1317417946357664e-8
4464,2.1471569941385466e-8
4465,1.7318050431170474e-8
4466,2.5891093912764964e-8
4467,2.1198542394727723e-8
4468,2.1564162705538792e-8
4469,2.35664409785181e-8
4470,1.9636744978630577e-8
4471,2.078588403420876e-8
4472,2.625407369679126e-8
4473,1.8555971635996146e-8
4474,1.9697068715548423e-8
4475,1.999808454061413e-8
4476,1.7612593027002275e-8
4477,1.9320483920623744e-8
4478,1.7496669968294166e-8
4479,1.7055992642363696e-8
4480,1.5364696994389533e-8
4481,1.4657925161524123e-8
4482,1.6023836316879303e-8
4483,1.494964913557061e-8
4484,1.1558758766005615e-8
4485,1.4654972236008726e-8
4486,1.3770651894913006e-8
4487,1.1859571561413246e-8
4488,1.0142196020501283e-8
4489,1.3519517740194357e-8
4490,1.2893187545568285e-8
4491,1.4697382606423043e-8
4492,9.109505449866598e-9
4493,1.4780604626567041e-8
4494,1.677617701616149e-8
4495,1.164466502593757e-8
4496,1.3433673848319542e-8
4497,1.8375124909861534e-8
4498,1.9307764810436794e-8
4499,1.7024250460679767e-8
4500,1.7593003941752504e-8
4501,1.8202934233424046e-8
4502,1.9260231373183267e-8
4503,2.040836909059634e-8
4504,1.8267852654453367e-8
4505,1.7270662605080756e-8
4506,1.232727828007215e-8
4507,1.235324344123358e-8
4508,1.490321613890298e-8
4509,1.4779399886232116e-8
4510,1.8549845638118578e-8
4511,1.3626772330558782e-8
4512,1.8012956490470772e-8
4513,1.7566935228448452e-8
4514,2.1784796129700078e-8
4515,2.019235625889402e-8
4516,1.696857998811168e-8
4517,1.867843992793885e-8
4518,2.4779925708234185e-8
4519,1.9192608303466083e-8
4520,1.639490860516472e-8
4521,1.847685284598583e-8
4522,1.8987872200501936e-8
4523,1.932904067619883e-8
4524,2.3237478448736408e-8
4525,1.9030819931138775e-8
4526,1.885792916118493e-8
4527,2.258345060275048e-8
4528,2.2912896850537723e-8
4529,1.920208996044471e-8
4530,1.7822556493370898e-8
4531,1.8388012910370573e-8
4532,1.8318305601019908e-8
4533,1.8964853840310984e-8
4534,1.8602529417893197e-8
4535,1.7370567213276062e-8
4536,1.7605290676836143e-8
4537,1.448344918642743e-8
4538,1.8486342711470748e-8
4539,1.913606775430351e-8
4540,1.944000176406906e-8
4541,1.5994556411981846e-8
4542,1.7879867660463842e-8
4543,1.6210335373389095e-8
4544,1.4484816575313142e-8
4545,1.5006485744254566e-8
4546,1.5089505232739775e-8
4547,1.5978775683780603e-8
4548,1.6859147100149744e-8
4549,2.0711688224993094e-8
4550,1.8592080880032194e-8
4551,1.7936545353418867e-8
4552,1.8420100696105696e-8
4553,1.7395210959544762e-8
4554,1.636697051362522e-8
4555,1.8451131327818916e-8
4556,1.5789657149191117e-8
4557,1.665658632713021e-8
4558,1.3219559990039618e-8
4559,1.5511078651051583e-8
4560,1.6120332671713232e-8
4561,1.8654087089382167e-8
4562,1.6896704152506073e-8
4563,1.909258356007257e-8
4564,1.532909091589407e-8
4565,1.7163268634905916e-8
4566,1.58421528798475e-8
4567,1.6745433697146233e-8
4568,1.6880188808775933e-8
4569,1.6064506921303787e-8
4570,1.6988549502423938e-8
4571,1.577146367436649e-8
4572,1.9908736565261017e-8
4573,1.8605785079676193e-8
4574,1.7236075984932453e-8
4575,1.6077110620901542e-8
4576,1.4363368411419908e-8
4577,1.67066202120503e-8
4578,1.49148881211098e-8
4579,1.550310184262067e-8
4580,1.2329932526554189e-8
4581,1.2695856354204464e-8
4582,1.0369695409872516e-8
4583,1.292979680835518e-8
4584,1.895335076230445e-8
4585,1.7468756855395618e-8
4586,1.8164313967074986e-8
4587,1.7201883417829597e-8
4588,1.6373065529780934e-8
4589,1.7028319884690816e-8
4590,2.053938331612107e-8
4591,1.9504058909190927e-8
4592,1.9847782860296428e-8
4593,2.147353280373907e-8
4594,2.385527898756402e-8
4595,2.4757854141207674e-8
4596,2.5760049902139746e-8
4597,2.2840457569075742e-8
4598,2.0298642741373452e-8
4599,2.151693956231413e-8
4600,2.331538547109183e-8
4601,2.0767613850634168e-8
4602,2.3343877739773818e-8
4603,2.1926433694642382e-8
4604,2.3533092398932582e-8
4605,1.937610592500405e-8
4606,1.8642476315081505e-8
4607,1.730822770136557e-8
4608,1.9952692063726733e-8
4609,1.802782360404636e-8
4610,1.950480891652441e-8
4611,1.9963974202593116e-8
4612,1.916946533828088e-8
4613,1.756216285196118e-8
4614,1.911375434316677e-8
4615,2.0019212981917535e-8
4616,2.0942233618464784e-8
4617,2.11723663463488e-8
4618,1.7871343403330115e-8
4619,2.0228384496080067e-8
4620,2.0504680189197466e-8
4621,2.4269269256664453e-8
4622,2.194017059031187e-8
4623,2.0687871024525784e-8
4624,1.9270687109603966e-8
4625,1.9500884047920644e-8
4626,1.913348146478182e-8
4627,2.2412897242379464e-8
4628,2.253593077859167e-8
4629,2.280048052783877e-8
4630,2.176503650969502e-8
4631,2.0931338445411477e-8
4632,1.763356000434365e-8
4633,2.3609712574821666e-8
4634,1.9866144954380573e-8
4635,1.9425508673813638e-8
4636,2.1429202064522905e-8
4637,1.9664685270415894e-8
4638,1.951160520757028e-8
4639,1.918007495304792e-8
4640,1.7093326965422214e-8
4641,1.6502418629506762e-8
4642,1.6552953688704372e-8
4643,1.3900998612840357e-8
4644,1.4328278026802151e-8
4645,1.2141054258997537e-8
4646,1.702503447443882e-8
4647,1.1767277628515622e-8
4648,1.3463407782709328e-8
4649,1.8055461769006188e-8
4650,1.457816293914968e-8
4651,1.806766377141711e-8
4652,1.936172288568636e-8
4653,1.3759336755296672e-8
4654,2.088907455815673e-8
4655,1.8240527769299836e-8
4656,1.500354896627496e-8
4657,1.6647039115671573e-8
4658,1.741511713934039e-8
4659,1.607530419932936e-8
4660,1.8253157450076474e-8
4661,1.776733536948894e-8
4662,1.8658219589376272e-8
4663,1.3684439062863453e-8
4664,1.4534985404364358e-8
4665,1.694775589247388e-8
4666,1.133895417107836e-8
4667,1.5014988364873883e-8
4668,1.3630170862033927e-8
4669,1.4120452037784706e-8
4670,1.3654232700926632e-8
4671,1.4046528348053255e-8
4672,1.3176255268745019e-8
4673,1.0431152627513901e-8
4674,1.2154665180083229e-8
4675,1.4383447748430334e-8
4676,1.2460773445421413e-8
4677,1.4550120833641843e-8
4678,1.7227477842116258e-8
4679,1.2073216817426712e-8
4680,1.5712153018580536e-8
4681,2.0020503709884014e-8
4682,1.9367140358218832e-8
4683,1.983578991775265e-8
4684,2.0079643594910272e-8
4685,1.4762492840571723e-8
4686,1.7342831316946167e-8
4687,1.865119230723424e-8
4688,1.7943352954501305e-8
4689,2.0195146128717787e-8
4690,2.1856534360493016e-8
4691,1.8772948986341907e-8
4692,2.3628600525220475e-8
4693,1.9091343863509716e-8
4694,2.2618885389001097e-8
4695,1.663846279767332e-8
4696,2.0018489288718798e-8
4697,1.7550217376725336e-8
4698,1.3744938468738714e-8
4699,1.2750238248823924e-8
4700,1.56863174591605e-8
4701,1.8721274019456824e-8
4702,1.2760379772957821e-8
4703,1.1122970873911061e-8
4704,1.624058990432484e-8
4705,1.322642275784576e-8
4706,1.464851499604926e-8
4707,1.756101443967841e-8
4708,1.3891623363706902e-8
4709,1.6151081178928407e-8
4710,1.6019472085328462e-8
4711,1.845401205601212e-8
4712,1.874710880651191e-8
4713,2.092089693671512e-8
4714,1.7295706225257014e-8
4715,1.6942090605588203e-8
4716,1.861302668574197e-8
4717,2.1869557712338533e-8
4718,2.006015110216876e-8
4719,2.0791159015022882e-8
4720,2.57619480426897e-8
4721,2.2710918563219247e-8
4722,2.3359395510233213e-8
4723,1.9157577891461648e-8
4724,1.657627717330907e-8
4725,1.7847730520696225e-8
4726,1.785323822338772e-8
4727,1.574287329185969e-8
4728,2.0602385064507004e-8
4729,1.3201470208959229e-8
4730,1.8718610176217034e-8
4731,1.4736793568178844e-8
4732,1.8111440772856357e-8
4733,2.0148791369927214e-8
4734,1.880458701852071e-8
4735,1.8164343244513586e-8
4736,1.2593556646798072e-8
4737,1.4786033982685633e-8
4738,1.6355630854674914e-8
4739,1.6219191442128106e-8
4740,1.7819437881831406e-8
4741,1.8187918522390465e-8
4742,1.8502767855701812e-8
4743,1.8240191769455868e-8
4744,1.886422640042413e-8
4745,1.9348041043610764e-8
4746,2.014610067981624e-8
4747,2.1356117418712053e-8
4748,1.9241091284548906e-8
4749,2.05612256835915e-8
4750,1.9603034308427987e-8
4751,1.942611699619751e-8
4752,1.7565131279480494e-8
4753,1.8389376307767556e-8
4754,1.4297694064651962e-8
4755,1.2644568107140473e-8
4756,1.7793308147379976e-8
4757,1.7457377369761046e-8
4758,1.8097433939010557e-8
4759,1.8509287446254533e-8
4760,1.8037182521252187e-8
4761,2.203638746740963e-8
4762,1.8738434284567973e-8
4763,1.8846165473479653e-8
4764,1.9702049233731405e-8
4765,1.9631758366923326e-8
4766,1.8764392127204325e-8
4767,1.544191650930816e-8
4768,1.5598527395192444e-8
4769,1.3922277951846938e-8
4770,1.601400648344355e-8
4771,1.9444285984197932e-8
4772,2.15985302987471e-8
4773,1.859575432786937e-8
4774,1.9034566916998162e-8
4775,2.0199499095352072e-8
4776,1.4395160120730679e-8
4777,2.6554510491434786e-8
4778,2.266685675116902e-8
4779,2.195988189224071e-8
4780,2.313925648463496e-8
4781,2.037648644826056e-8
4782,2.2889694692330847e-8
4783,2.2145398515609478e-8
4784,2.0575348503995545e-8
4785,2.0920622357288087e-8
4786,1.782987095711297e-8
4787,1.5969767742851252e-8
4788,1.9374508769084464e-8
4789,2.1231344634510982e-8
4790,1.863022071164793e-8
4791,1.831698543157659e-8
4792,2.0368183549202124e-8
4793,1.9381750561322455e-8
4794,2.09606284645331e-8
4795,1.9395398183357454e-8
4796,1.932321561909869e-8
4797,1.7672410870227703e-8
4798,1.627624805453309e-8
4799,1.5659121722138525e-8
4800,2.04641447942423e-8
4801,1.8892581309437853e-8
4802,2.002786244852022e-8
4803,1.8831495031337616e-8
4804,1.8315184587076247e-8
4805,2.1647552421503287e-8
4806,2.301908200032544e-8
4807,2.173590363539686e-8
4808,1.8760603290108713e-8
4809,1.7347623980429926e-8
4810,1.7660256213712222e-8
4811,2.00357221324553e-8
4812,1.852306283636772e-8
4813,1.959153660721487e-8
4814,1.815515662773137e-8
4815,1.606388550310118e-8
4816,2.1434581078685806e-8
4817,1.7258239834361382e-8
4818,1.767486071225256e-8
4819,1.7125008668506465e-8
4820,1.6341164429091304e-8
4821,1.642920694151149e-8
4822,1.771564626592408e-8
4823,1.827011579937255e-8
4824,1.754199569129502e-8
4825,2.022472382982913e-8
4826,1.969051159325313e-8
4827,1.7444438701727636e-8
4828,1.738421161755273e-8
4829,1.9328760285638737e-8
4830,1.80553037875963e-8
4831,1.6814412594770587e-8
4832,2.0795721851871944e-8
4833,1.7375939669099896e-8
4834,1.411487381603035e-8
4835,1.2301752920123758e-8
4836,9.842800893346527e-9
4837,7.613984703827123e-9
4838,9.631922954113395e-9
4839,8.558534388147851e-9
4840,8.650565522860215e-9
4841,1.0628483434806673e-8
4842,9.590289117479592e-9
4843,1.2607790974360752e-8
4844,1.182197944769104e-8
4845,1.0914875843952707e-8
4846,1.2742795104432194e-8
4847,1.5089043133047102e-8
4848,1.4809547874288075e-8
4849,1.3972287072303424e-8
4850,1.802666964635888e-8
4851,1.7919380856055567e-8
4852,1.239321545686549e-8
4853,1.7984443342206866e-8
4854,1.4998409260929185e-8
4855,1.5450587575384162e-8
4856,1.3954895864347518e-8
4857,1.4297331931008707e-8
4858,1.5537974343494662e-8
4859,1.5349279698900444e-8
4860,1.3411167910524577e-8
4861,1.5360310683850273e-8
4862,1.707564038754706e-8
4863,1.5275590235526017e-8
4864,1.491947015418698e-8
4865,1.940570834794601e-8
4866,1.6669669906665996e-8
4867,1.7276087698996423e-8
4868,1.3510104242372183e-8
4869,1.154443279837278e-8
4870,2.096679263637861e-8
4871,1.4139439695953566e-8
4872,1.446368650291191e-8
4873,1.7223511525405963e-8
4874,1.1348082906718775e-8
4875,7.0764183499270205e-9
4876,8.05784668687892e-9
4877,8.568342142805433e-9
4878,6.825293003933723e-9
4879,6.657298035723363e-9
4880,6.996937586951978e-9
4881,7.255561038044863e-9
4882,8.248120555099853e-9
4883,9.165581004110866e-9
4884,8.976784510850526e-9
4885,2.5203821780429672e-8
4886,1.575357046962678e-8
4887,2.1777829832698026e-8
4888,2.17499368331096e-8
4889,1.8928456441353802e-8
4890,1.883073189109363e-8
4891,1.835735049773782e-8
4892,2.2072788402032572e-8
4893,2.031786170774112e-8
4894,1.9140589093093114e-8
4895,1.7172155005080513e-8
4896,1.5130810773468077e-8
4897,1.606048662295143e-8
4898,1.0603079068301562e-8
4899,1.269328408533607e-8
4900,9.056491836843612e-9
4901,1.3757524661732996e-8
4902,1.582007361303974e-8
4903,1.652361243688452e-8
4904,1.7643124550239608e-8
4905,1.7832219446045135e-8
4906,1.7492798761001315e-8
4907,1.7433958184828693e-8
4908,1.8579182468021142e-8
4909,1.5723872007487915e-8
4910,1.921042619252093e-8
4911,1.7079376017034277e-8
4912,1.2447017495717283e-8
4913,1.682275809585011e-8
4914,1.640578440446016e-8
4915,1.7413256608516586e-8
4916,1.8930073490980456e-8
4917,1.599280345587529e-8
4918,1.5037685579760083e-8
4919,1.735511916490047e-8
4920,1.515615367043956e-8
4921,1.599628009396428e-8
4922,1.4688068863265072e-8
4923,1.3785527851166389e-8
4924,1.6601280974136135e-8
4925,1.538467761273588e-8
4926,1.688538626987719e-8
4927,1.6459058923020833e-8
4928,1.7786602523027745e-8
4929,1.2348357660742667e-8
4930,1.4068312281243188e-8
4931,1.1149695323032534e-8
4932,9.205254498825091e-9
4933,9.053051688775553e-9
4934,1.1879834761046721e-8
4935,1.0474082733064078e-8
4936,9.558923808913583e-9
4937,1.1206848475361216e-8
4938,1.2013910714088883e-8
4939,9.715004363511842e-9
4940,1.0896524508303289e-8
4941,9.9713738667286e-9
4942,1.1439209135898144e-8
4943,1.042888791785529e-8
4944,1.0278499048152842e-8
4945,1.3629878988116379e-8
4946,1.3300837879859404e-8
4947,1.2066971860950124e-8
4948,1.0197107552866598e-8
4949,1.81962962973088e-8
4950,1.806774697627524e-8
4951,1.6472051824770602e-8
4952,1.706963756675705e-8
4953,1.105631491151828e-8
4954,1.4233044264333607e-8
4955,1.3159154925681622e-8
4956,1.5708003884610355e-8
4957,1.5267994681724346e-8
4958,1.6308405446668087e-8
4959,1.6222059873801055e-8
4960,1.3638204555021173e-8
4961,1.8977194117031784e-8
4962,1.8150182657846916e-8
4963,1.4888104210054153e-8
4964,1.663624088041343e-8
4965,2.0057209001888307e-8
4966,1.628628385959235e-8
4967,1.7542452126129933e-8
4968,1.722188163403408e-8
4969,1.6741227571029743e-8
4970,1.3803842646028838e-8
4971,1.4410564711931802e-8
4972,1.691048252630586e-8
4973,1.4470948568832665e-8
4974,1.5952229901158743e-8
4975,1.4978419855612863e-8
4976,1.7120253854888174e-8
4977,1.6927284752025726e-8
4978,1.7173361028046773e-8
4979,1.3213464431704857e-8
4980,1.5456387599451127e-8
4981,1.8139319901380067e-8
4982,1.6126287568728176e-8
4983,1.4915942482306325e-8
4984,1.6154592224640867e-8
4985,1.9950293995185046e-8
4986,2.0521906283277278e-8
4987,1.6902424317100215e-8
4988,2.074085235719568e-8
4989,1.7479540026328438e-8
4990,1.793736312041481e-8
4991,2.0067288758357587e-8
4992,1.7923078214017852e-8
4993,2.263301441359046e-8
4994,2.073043427116298e-8
4995,2.0616559891595586e-8
4996,1.8911043778056947e-8
4997,2.2045720650191683e-8
4998,2.1593408463383043e-8
4999,1.8118823731880454e-8
5000,1.8081331144431705e-8
5001,1.7719693272981994e-8
5002,1.764615135711629e-8
5003,2.810415292850083e-8
5004,1.783652718153218e-8
5005,1.773203990562393e-8
5006,1.5740357791060635e-8
5007,1.5046933444240426e-8
5008,1.981093622923169e-8
5009,1.884247726794601e-8
5010,1.8001719901713293e-8
5011,2.266939866193268e-8
5012,2.2959757671818362e-8
5013,1.758036955136167e-8
5014,1.9213292746306885e-8
5015,1.8173643309989078e-8
5016,2.3978631855096483e-8
5017,2.6850829075935192e-8
5018,1.510626155673771e-8
5019,1.3040453654450314e-8
5020,9.72879382915984e-9
5021,9.056512690210711e-9
5022,1.0144702135881294e-8
5023,8.60119908409547e-9
5024,9.207442173740216e-9
5025,9.069388376574643e-9
5026,8.328465671634777e-9
5027,1.670195464493781e-8
5028,1.984905339456928e-8
5029,1.2709325423695428e-8
5030,6.441514667065007e-9
5031,6.102488926154165e-9
5032,6.868541079060768e-9
5033,8.769826470107935e-9
5034,1.5558488385580683e-8
5035,1.3091668505722721e-8
5036,1.3233843668081707e-8
5037,1.442305301970957e-8
5038,1.4118871968036584e-8
5039,1.2626485955427817e-8
5040,1.3008628161586755e-8
5041,9.417989458419193e-9
5042,1.819096339726175e-8
5043,1.0952367301870633e-8
5044,1.4920177849972195e-8
5045,1.271269711859572e-8
5046,1.3592498695699758e-8
5047,1.7294308430023217e-8
5048,1.390370357160114e-8
5049,2.069855367949744e-8
5050,1.406164080547192e-8
5051,1.456334037566952e-8
5052,1.4945312486942813e-8
5053,1.4640924463646134e-8
5054,1.3449216972660825e-8
5055,1.0403218018020838e-8
5056,1.512841745618952e-8
5057,1.9003036389615032e-8
5058,1.8476963462084364e-8
5059,1.7872224041209504e-8
5060,1.8560244798310756e-8
5061,1.6142087606994058e-8
5062,1.599130843924938e-8
5063,1.7341130239885916e-8
5064,1.8810008855047537e-8
5065,2.1625676397345224e-8
5066,1.832524121645584e-8
5067,2.2342892707240786e-8
5068,2.0117518065734495e-8
5069,2.355423480015887e-8
5070,2.1131270041143394e-8
5071,2.0328774574180997e-8
5072,2.0811989590324238e-8
5073,2.0267692192765665e-8
5074,2.363525542159255e-8
5075,1.9848322141888213e-8
5076,2.055658649780329e-8
5077,1.4176956278339327e-8
5078,2.135746975416166e-8
5079,1.8257571075664933e-8
5080,1.8476929426291186e-8
5081,1.4868710306821673e-8
5082,1.7223317199357856e-8
5083,2.0269881044181183e-8
5084,2.2217081081842218e-8
5085,1.3637714675046086e-8
5086,1.502993145629384e-8
5087,1.478456666852424e-8
5088,1.810539482784423e-8
5089,1.6525845948113762e-8
5090,1.8381227066493953e-8
5091,2.184974133477293e-8
5092,1.914883248786715e-8
5093,2.237711016722332e-8
5094,1.883789622030832e-8
5095,2.062962340623676e-8
5096,1.783767307473171e-8
5097,1.8501272508799875e-8
5098,1.8480031195407838e-8
5099,1.6474972562860674e-8
5100,1.5578753299104308e-8
5101,1.733350140475618e-8
5102,1.8375353386840947e-8
5103,1.4906970773795758e-8
5104,1.0912001072560433e-8
5105,1.8774928855848917e-8
5106,1.8013769445571108e-8
5107,1.38827243320345e-8
5108,1.803949601022704e-8
5109,1.8043425883319903e-8
5110,2.0479228889864175e-8
5111,1.8684350257844727e-8
5112,1.6575132164195253e-8
5113,2.0085877052121162e-8
5114,2.0502555679573993e-8
5115,1.9550640953814197e-8
5116,2.0594108666395955e-8
5117,2.2218482820180172e-8
5118,2.126411929182995e-8
5119,2.049097861134814e-8
5120,1.9869425033313618e-8
5121,1.8375141833984857e-8
5122,2.0643450964141452e-8
5123,2.1803172961551053e-8
5124,1.926476430498898e-8
5125,2.2330770077897368e-8
5126,2.1365069012781e-8
5127,2.0444217846531044e-8
5128,1.813702284381723e-8
5129,1.8523625837178024e-8
5130,1.7435531868200344e-8
5131,1.9594563801252257e-8
5132,1.9665432398192667e-8
5133,2.0777797053706012e-8
5134,1.654911599499525e-8
5135,1.7537783318025778e-8
5136,2.3376656752902686e-8
5137,1.726509609850733e-8
5138,1.6631012883868847e-8
5139,1.4522935213948817e-8
5140,2.0306038253785023e-8
5141,1.6321632687948656e-8
5142,1.7046428452733012e-8
5143,1.2467928412225534e-8
5144,1.823337231055826e-8
5145,1.612875333193824e-8
5146,1.7601938529885254e-8
5147,1.335212839815542e-8
5148,1.4176473160578039e-8
5149,1.5132180046608713e-8
5150,1.8282618625711235e-8
5151,1.695102638987231e-8
5152,1.694086571686362e-8
5153,2.0089087019800705e-8
5154,1.9319736552500327e-8
5155,1.4611930571595225e-8
5156,1.6238365033993384e-8
5157,1.9158402802747382e-8
5158,1.935259909768822e-8
5159,2.1182079807925657e-8
5160,2.0087444969366934e-8
5161,2.27838440854443e-8
5162,2.0145154384574844e-8
5163,1.7862712157685424e-8
5164,1.5027855137956952e-8
5165,1.852001781039754e-8
5166,1.751155449602173e-8
5167,1.8366753611196137e-8
5168,1.780231576582222e-8
5169,1.9628101720564398e-8
5170,2.5133762099274318e-8
5171,2.1268883871352513e-8
5172,2.232217969956347e-8
5173,1.9318926936324347e-8
5174,1.8056255854396683e-8
5175,1.7873495693032593e-8
5176,1.8763852052356795e-8
5177,1.9934621770902226e-8
5178,2.057256769192258e-8
5179,2.0996407838381183e-8
5180,2.264284533174573e-8
5181,1.8726322567983847e-8
5182,2.0245914571860117e-8
5183,1.9571044300566086e-8
5184,1.839332734373563e-8
5185,1.4300449872911005e-8
5186,1.5759157646394208e-8
5187,1.701972348747187e-8
5188,1.3488293268250668e-8
5189,1.456290444889809e-8
5190,1.74691590930178e-8
5191,2.0583442000022342e-8
5192,1.666086709506119e-8
5193,1.8075374328582124e-8
5194,2.2386757763838164e-8
5195,1.4706712414483547e-8
5196,2.021800967346678e-8
5197,1.681452874501914e-8
5198,1.847913762828062e-8
5199,2.0221156947691944e-8
5200,2.9051328686684967e-8
5201,1.940088761931855e-8
5202,2.1691310944625226e-8
5203,2.0445065206013497e-8
5204,2.357775768370534e-8
5205,2.2015066416212492e-8
5206,1.9474113641049876e-8
5207,2.2932531567347843e-8
5208,2.0312173617667264e-8
5209,2.1982065621427554e-8
5210,2.0270791190569644e-8
5211,2.0147506288615694e-8
5212,1.9380786617687674e-8
5213,2.057377566462197e-8
5214,2.1546017090685917e-8
5215,2.0159618069422483e-8
5216,1.9921635973232155e-8
5217,1.7637519219062153e-8
5218,2.0363151857056626e-8
5219,1.9148748713599557e-8
5220,2.044703780661782e-8
5221,1.938353576872979e-8
5222,2.1414848188665903e-8
5223,2.1823881759452033e-8
5224,2.411393022931826e-8
5225,2.023238124694165e-8
5226,2.1118282735632793e-8
5227,2.213563576443422e-8
5228,2.316229560900465e-8
5229,2.048691190741987e-8
5230,2.174885010081667e-8
5231,2.0297605154274555e-8
5232,1.902041550675872e-8
5233,1.87732602183717e-8
5234,1.828880376289528e-8
5235,2.1007109538013146e-8
5236,2.0166911850537985e-8
5237,1.928431869172345e-8
5238,1.976771176734298e-8
5239,2.208921589941765e-8
5240,1.9683122710152414e-8
5241,2.3356152379534367e-8
5242,1.9344936122163358e-8
5243,1.7215573703227717e-8
5244,1.7162991997929842e-8
5245,2.041145669896001e-8
5246,1.874082045670548e-8
5247,2.1705985072302978e-8
5248,2.411393022931826e-8
5249,1.9007097390328076e-8
5250,1.6160358838736116e-8
5251,1.6437016836344088e-8
5252,1.5661667515151586e-8
5253,1.792786610528704e-8
5254,1.4154938930418689e-8
5255,1.4419317344052854e-8
5256,1.5798541670051525e-8
5257,1.6291395987321026e-8
5258,1.836902054938508e-8
5259,2.1116814262071676e-8
5260,2.023294029601858e-8
5261,1.9402540560930312e-8
5262,2.060472392737052e-8
5263,2.1926413499659925e-8
