accuracy,bearing,leq_100,leq_1000,leq_10000,leq_125,leq_1250,leq_12500,leq_160,leq_1600,leq_16000,leq_200,leq_2000,leq_250,leq_2500,leq_315,leq_3150,leq_400,leq_4000,leq_500,leq_5000,leq_630,leq_6300,leq_800,leq_8000,leq_id,leq_mean,leq_utc,location_utc,marker-color,speed,geometry_wkt
9.0,313.3,34.682918548583984,26.410367965698242,22.334829330444336,36.0169677734375,23.66421890258789,21.724882125854492,32.81010055541992,23.56604766845703,23.42278289794922,32.557594299316406,22.934505462646484,34.03889083862305,24.07430648803711,28.316728591918945,24.792348861694336,28.2659969329834,23.65418243408203,31.02471351623535,23.197240829467773,31.804807662963867,38.64830780029297,33.35737228393555,38.43596267700195,56,42.603924,1763009596756,1763009596000,#B8D6D1,0.45999998,POINT Z (-75.5300161242485 10.417149835266173 0)
9.0,244.5,31.725421905517578,24.34483528137207,22.504568099975586,33.58909606933594,24.325090408325195,21.906972885131836,31.47011375427246,24.962026596069336,23.46282196044922,31.98563003540039,23.016799926757812,32.68535614013672,23.899913787841797,31.08200454711914,24.82057762145996,29.505273818969727,24.064794540405273,25.796871185302734,23.299781799316406,25.855249404907227,38.07030487060547,26.176822662353516,38.25585174560547,61,41.674374,1763009601774,1763009602000,#B8D6D1,0.66999996,POINT Z (-75.53003238514066 10.41716777253896 0)
8.5,186.6,33.56995391845703,24.242746353149414,22.202503204345703,39.21213912963867,23.43227195739746,21.70380973815918,29.903045654296875,23.857629776000977,23.493019104003906,30.802043914794922,23.595497131347656,30.408716201782227,24.463964462280273,29.056629180908203,24.632707595825195,29.949840545654297,23.994205474853516,29.07301902770996,23.185504913330078,25.15104866027832,38.7427864074707,28.247356414794922,38.01314926147461,66,41.881683,1763009606755,1763009607000,#B8D6D1,1.01,POINT Z (-75.53004034794867 10.417140489444137 0)
8.5,108.7,34.57933044433594,24.39551544189453,22.193965911865234,33.27469253540039,24.077342987060547,21.80938720703125,27.841136932373047,24.462862014770508,23.344255447387695,29.490568161010742,23.47350311279297,30.10794448852539,24.70564842224121,32.109130859375,27.231719970703125,27.794958114624023,24.453977584838867,26.831689834594727,23.071142196655273,25.825546264648438,37.298301696777344,24.579660415649414,38.664493560791016,71,41.60301,1763009611758,1763009612000,#B8D6D1,0.64,POINT Z (-75.5300198122859 10.417136633768678 0)
9.5,350.7,32.21957778930664,25.201231002807617,23.0786075592041,36.749732971191406,23.8356876373291,21.939069747924805,29.88054656982422,23.991867065429688,23.433324813842773,30.86600112915039,23.25387191772461,30.2138671875,24.052532196044922,29.7834529876709,24.66362953186035,31.393796920776367,23.82054901123047,25.481098175048828,23.343936920166016,27.275768280029297,39.18339157104492,25.607540130615234,38.895816802978516,76,42.299744,1763009616766,1763009617000,#B8D6D1,0.48999998,POINT Z (-75.53000732325017 10.417155115865171 0)
6.5,300.9,34.12423324584961,23.379806518554688,22.234668731689453,34.832176208496094,22.825998306274414,21.775341033935547,30.162296295166016,23.225177764892578,23.4873104095459,31.048900604248047,23.125112533569336,30.439748764038086,23.854623794555664,28.585311889648438,24.549171447753906,27.056427001953125,23.87261390686035,25.68712615966797,22.793344497680664,27.11674690246582,39.381805419921875,23.893232345581055,39.360374450683594,81,42.370243,1763009621756,1763009621000,#B8D6D1,1.17,POINT Z (-75.53001553751528 10.417192038148642 0)
8.5,348.8,29.7097110748291,24.180437088012695,22.4894962310791,32.35310745239258,23.68174171447754,21.82478904724121,29.872541427612305,24.194786071777344,23.462112426757812,27.960739135742188,23.668827056884766,27.128036499023438,24.273754119873047,26.157621383666992,24.556406021118164,25.613445281982422,23.97097396850586,24.532676696777344,22.952402114868164,24.296308517456055,40.122154235839844,24.08021354675293,40.30143737792969,86,43.001553,1763009626766,1763009627000,#B8D6D1,0.71,POINT Z (-75.52999692969024 10.417239731177688 -1)
7.5,10.5,31.773298263549805,22.75632095336914,24.219724655151367,34.761714935302734,22.625377655029297,22.251567840576172,27.293231964111328,23.232791900634766,23.4923152923584,26.656469345092773,23.063945770263672,27.528221130371094,23.94597053527832,25.34477996826172,24.712114334106445,23.915054321289062,23.951932907104492,23.136510848999023,23.69831085205078,23.784870147705078,39.94334411621094,22.720651626586914,39.66153335571289,91,42.552208,1763009631754,1763009632000,#B8D6D1,0.62,POINT Z (-75.52998452447355 10.417238809168339 0)
9.0,104.5,31.099557876586914,23.2202091217041,22.250259399414062,34.12565612792969,22.408227920532227,21.75714111328125,28.47804069519043,22.848678588867188,23.447538375854492,27.657995223999023,23.089195251464844,26.660181045532227,24.052892684936523,24.332904815673828,24.036970138549805,25.410051345825195,23.844758987426758,26.492076873779297,22.841625213623047,23.25934600830078,40.20268249511719,22.785873413085938,38.91432189941406,96,42.422848,1763009636764,1763009637000,#B8D6D1,0.90999997,POINT Z (-75.5299423635006 10.417222464457154 0)
9.5,168.3,32.04225158691406,24.208250045776367,22.729995727539062,32.96335983276367,23.407814025878906,22.004913330078125,27.74750328063965,24.308448791503906,23.499189376831055,29.076650619506836,24.015729904174805,29.65175437927246,24.2713623046875,27.883956909179688,25.060749053955078,27.99476432800293,24.040807723999023,25.784963607788086,23.198495864868164,23.892770767211914,40.02186584472656,23.89244270324707,39.28860092163086,101,42.633007,1763009641754,1763009641000,#B8D6D1,0.44,POINT Z (-75.52994915284216 10.417229463346303 -1)
10.0,304.3,31.828641891479492,23.456501007080078,22.58743667602539,40.70479965209961,22.826623916625977,21.76590919494629,30.51532554626465,23.304534912109375,23.435104370117188,33.242733001708984,23.166847229003906,35.866455078125,23.71102523803711,27.414432525634766,23.869836807250977,24.958040237426758,23.795955657958984,24.186296463012695,22.86784553527832,23.71527099609375,40.089942932128906,22.468137741088867,40.404762268066406,106,43.09976,1763009646774,1763009647000,#B8D6D1,0.57,POINT Z (-75.5299611389637 10.41723616886884 -1)
