metodo,integral,error_relativo,error_porcentual
Trapecios,4.414373943525882,0.008758928956624426,0.8758928956624427
Simpson 1/3,4.435336379290327,0.013549199223844594,1.3549199223844592
Simpson 3/8,4.348316966123136,0.006336204946255198,0.6336204946255198
