metodo,integral,error_relativo,error_porcentual
Trapecios,21.66227946110041,0.010654831304500468,1.0654831304500467
Simpson 1/3,21.55791327777201,0.015421373968515112,1.5421373968515113
Simpson 3/8,21.61650792957564,0.012745278141323138,1.2745278141323138
