Tiempo (s),intensidad
3795,1.2333680671019142e-8
3796,1.3744321329230502e-8
3797,1.1533273738801363e-8
3798,1.4012221697909537e-8
3799,1.4956087592556364e-8
3800,1.702556762441865e-8
3801,1.703413167309963e-8
3802,1.7092555549568307e-8
3803,1.540343215319298e-8
3804,1.3014695154255964e-8
3805,1.5524606464701438e-8
3806,1.3570098498632623e-8
3807,1.2699084119614833e-8
3808,1.5217313926028435e-8
3809,1.4451735354223464e-8
3810,1.3636684728388606e-8
3811,1.2213552399775906e-8
3812,1.4069672873450592e-8
3813,1.2977857464411603e-8
3814,9.640887165093632e-9
3815,1.1866966052699507e-8
3816,1.2607999995776564e-8
3817,1.4693322130532857e-8
3818,1.254576071523584e-8
3819,1.3299337275274788e-8
3820,1.6444451791884164e-8
3821,1.8632194108906676e-8
3822,1.7168308160150128e-8
3823,1.9604668359624675e-8
3824,1.6553986626169175e-8
3825,1.919439818778024e-8
3826,1.936552610500633e-8
3827,1.928545990275755e-8
3828,2.0214160050036866e-8
3829,1.9998204263930027e-8
3830,1.8253977042717114e-8
3831,2.0432927780233737e-8
3832,2.0033775374133606e-8
3833,1.9360849097919797e-8
3834,1.8403142966917598e-8
3835,1.9793062681252354e-8
3836,2.1406151757325675e-8
3837,1.8583563671726994e-8
3838,1.7665828093751733e-8
3839,2.1628639400437802e-8
3840,2.4501665132007245e-8
3841,1.9715418486656585e-8
3842,2.257517886759411e-8
3843,2.0321090032968646e-8
3844,1.9375235949448408e-8
3845,2.036562768814237e-8
3846,2.0487289293759446e-8
3847,1.917799936889188e-8
3848,1.8748865778138405e-8
3849,1.903800778169966e-8
3850,2.2020998128144414e-8
3851,1.914881926032685e-8
3852,1.9139196442169856e-8
3853,2.392307490035868e-8
3854,2.0560941621723185e-8
3855,2.1001436426084513e-8
3856,2.2656206791885266e-8
3857,2.1696341098959707e-8
3858,2.0787248125068212e-8
3859,1.9240794448363838e-8
3860,2.170581014343606e-8
3861,2.0759983308791906e-8
3862,2.1493304922131564e-8
3863,2.282593624993255e-8
3864,2.181357261917392e-8
3865,1.9171129463066405e-8
3866,1.7945778373305247e-8
3867,2.339801418890445e-8
3868,1.9736325540317595e-8
3869,1.8864291555266386e-8
3870,2.1205377098972244e-8
3871,1.5976365957361355e-8
3872,1.6764256612084807e-8
3873,1.632777473364809e-8
3874,1.7484072553125835e-8
3875,1.6554421165248676e-8
3876,1.5419915719434972e-8
3877,1.738837509320271e-8
3878,1.9665953140399308e-8
3879,1.908839001742302e-8
3880,1.886322738768845e-8
3881,1.7738565665151698e-8
3882,1.988320087023599e-8
3883,1.7440526844944305e-8
3884,1.909259674876661e-8
3885,1.6265315808817585e-8
3886,1.9895781373227977e-8
3887,1.847736338735036e-8
3888,1.674569974798315e-8
3889,1.600304770980425e-8
3890,1.565515961849184e-8
3891,1.632300824521132e-8
3892,1.4616857061163052e-8
3893,1.5241952364599446e-8
3894,1.551861646906952e-8
3895,1.7362449677140814e-8
3896,1.6001231187820093e-8
3897,1.498644071496818e-8
3898,1.3887446535940563e-8
3899,1.2820394819192906e-8
3900,1.4799103244314084e-8
3901,1.4443934156398057e-8
3902,1.2610229773176373e-8
3903,1.4943282266480397e-8
3904,1.4313142661951544e-8
3905,1.1635830869163244e-8
3906,1.1646885340084807e-8
3907,1.3104929833906662e-8
3908,1.5598566903872812e-8
3909,1.590590191449524e-8
3910,1.4275357724885362e-8
3911,1.2911785422071392e-8
3912,1.4705005795290977e-8
3913,1.2331567940408154e-8
3914,1.5369038552345737e-8
3915,1.5916112492202664e-8
3916,1.5210496832879283e-8
3917,1.7743680140846455e-8
3918,1.76290293170904e-8
3919,1.780772334560786e-8
3920,2.0935310188066254e-8
3921,2.1231794399469293e-8
3922,1.9574951738936557e-8
3923,1.988639218482263e-8
3924,1.9301977276181236e-8
3925,2.124630932104775e-8
3926,1.9220885871754977e-8
3927,1.674609690419845e-8
3928,1.8806500938862248e-8
3929,1.9076469389310298e-8
3930,2.0668654233743857e-8
3931,1.859607974984773e-8
3932,2.0183198896136036e-8
3933,2.1133868460519158e-8
3934,2.605823521929787e-8
3935,3.1706156576738424e-8
3936,3.286493668956845e-8
3937,2.9681073200674572e-8
3938,4.656989942428015e-8
3939,1.1821573860055312e-7
3940,5.343224231686516e-8
3941,2.4431351946913784e-8
3942,2.1847462370373734e-8
3943,2.437756931602575e-8
3944,3.195839792512552e-8
3945,5.2691189154016447e-8
3946,4.8037456035425944e-8
3947,3.1288684206562935e-8
3948,2.1047799595197307e-8
3949,1.802521277651014e-8
3950,3.20440942175969e-8
3951,4.5730041973523795e-8
3952,2.8771479834467892e-8
3953,2.4768904575970328e-8
3954,2.389558130410987e-8
3955,2.3437722070716407e-8
3956,2.1661972492059194e-8
3957,1.835341986797708e-8
3958,1.7959105429587135e-8
3959,1.7817111588916864e-8
3960,2.0596271117675784e-8
3961,1.8343829284035813e-8
3962,1.608220893374006e-8
3963,1.5187189082383152e-8
3964,1.5327015620056037e-8
3965,1.6528471756190806e-8
3966,1.5530852674202675e-8
3967,1.568028673225318e-8
3968,1.4068613543889938e-8
3969,1.545691433521182e-8
3970,1.2352003327896772e-8
3971,1.0647079576362404e-8
3972,1.2989038378341757e-8
3973,1.2287965971009589e-8
3974,8.639577405339533e-9
3975,1.0785189990974536e-8
3976,1.6877891862063864e-8
3977,1.5351241361997222e-8
3978,1.1932707633838327e-8
3979,9.08537797953999e-9
3980,6.3066394045874865e-9
3981,6.8494862786289685e-9
3982,8.129572341343458e-9
3983,8.957864729817326e-9
3984,1.01042829673142e-8
3985,1.2363194451693433e-8
3986,1.1191131528519218e-8
3987,1.2337049293782673e-8
3988,1.1927213684020758e-8
3989,1.2054555477171638e-8
3990,1.5362599191243388e-8
3991,1.891787275504736e-8
3992,1.992113139574001e-8
3993,1.852354053292499e-8
3994,1.8113375901625142e-8
3995,1.986202846690017e-8
3996,1.8052639098967674e-8
3997,1.9835995449991257e-8
3998,1.8700878129327794e-8
3999,2.0663591135928182e-8
4000,2.105758197351634e-8
4001,2.090147812833225e-8
4002,1.9106375115594593e-8
4003,1.656834007009672e-8
4004,1.933353638179488e-8
4005,1.7951262598293583e-8
4006,1.8691192056911138e-8
4007,2.164178110157966e-8
4008,1.8189187507328268e-8
4009,1.918450508918998e-8
4010,1.738921591601015e-8
4011,1.8495228449229705e-8
4012,1.950479095193977e-8
4013,1.6482819394367835e-8
4014,1.7491046727138516e-8
4015,1.902605728424352e-8
4016,1.8599132999167634e-8
4017,1.905470370455674e-8
4018,1.7281005164940743e-8
4019,2.0667502555521245e-8
4020,1.6847443166943617e-8
4021,1.6812314285132227e-8
4022,1.759766313828753e-8
4023,1.570042468803366e-8
4024,2.023547484558412e-8
4025,1.7618259401141095e-8
4026,1.619037843124998e-8
4027,1.8220160570452598e-8
4028,1.850174538321539e-8
4029,2.1585802542181172e-8
4030,1.6893109611347832e-8
4031,1.888833166393725e-8
4032,2.0447913532797267e-8
4033,1.777077220918144e-8
4034,1.9265762402923517e-8
4035,1.857033763930105e-8
4036,1.936843364156965e-8
4037,2.0899663802896992e-8
4038,2.1179855851204153e-8
4039,1.9655654062461533e-8
4040,1.7819257347348963e-8
4041,1.9014911130437846e-8
4042,2.113331371495267e-8
4043,2.038649664235781e-8
4044,2.2862714863626206e-8
4045,2.155403084397001e-8
4046,2.141833958657004e-8
4047,2.3008388399846182e-8
4048,2.303983688022934e-8
4049,2.2604713135347974e-8
4050,2.0254615348731387e-8
4051,2.2189402089962843e-8
4052,2.257901541130878e-8
4053,2.2198488282773156e-8
4054,2.137640652240024e-8
4055,2.298322665567882e-8
4056,2.1166955657389257e-8
4057,2.1406753097500346e-8
4058,2.0179193275136088e-8
4059,2.0420369676767114e-8
4060,2.1892809597239733e-8
4061,2.081145766983731e-8
4062,2.2333613701892822e-8
4063,1.9910712434540925e-8
4064,1.994626111234581e-8
4065,2.1961414049937794e-8
4066,2.271363277478521e-8
4067,1.964943196028415e-8
4068,1.9919296676225752e-8
4069,2.175715972394442e-8
4070,2.135183968504237e-8
4071,2.2188564180805493e-8
4072,2.068045073169558e-8
4073,1.8517988071186393e-8
4074,2.5486928464923036e-8
4075,2.614320329011466e-8
4076,2.3933245737227257e-8
4077,2.18482672754593e-8
4078,2.194315142025853e-8
4079,2.3296265115130168e-8
4080,1.9826132304389218e-8
4081,1.9549650604581135e-8
4082,1.972397302920169e-8
4083,2.0424150405675772e-8
4084,2.4035823154698558e-8
4085,2.3897221004322035e-8
4086,2.3337697162646833e-8
4087,2.104587564845649e-8
4088,2.157388204986343e-8
4089,2.4079945519365382e-8
4090,2.3694104525749916e-8
4091,2.3246453183118958e-8
4092,2.2563543260785982e-8
4093,2.186218172664905e-8
4094,2.2831066551652202e-8
4095,2.2451171118719005e-8
4096,2.3134280657710463e-8
4097,2.1875198369609308e-8
4098,2.38010052425087e-8
4099,2.1256144805359527e-8
4100,2.1346682959375487e-8
4101,2.1282272517929882e-8
4102,2.7311697901161346e-8
4103,7.349655789390442e-8
4104,3.922608815381331e-8
4105,6.527465723967187e-8
4106,1.0260322225226393e-7
4107,7.105810149772994e-8
4108,2.1457335907859077e-8
4109,3.004369884458449e-8
4110,7.185160934773413e-8
4111,4.119934390532639e-8
4112,6.554358619935459e-8
4113,9.976931719784745e-8
4114,9.810519379322079e-8
4115,9.053149662788439e-8
4116,5.644990300038743e-8
4117,2.2844028851639673e-8
4118,2.3104895041943305e-8
4119,2.0704869616923348e-8
4120,2.2813609317889903e-8
4121,2.2015279321809745e-8
4122,1.9267860795202713e-8
4123,1.8162109929703117e-8
4124,2.0818047733934057e-8
4125,2.212659567749343e-8
4126,2.2151314338714164e-8
4127,2.2533637317597894e-8
4128,2.1225136896051667e-8
4129,2.176778804369368e-8
4130,2.307219959031259e-8
4131,2.2106531122807383e-8
4132,2.0997350606852452e-8
4133,2.066778808959336e-8
4134,2.1279160975952397e-8
4135,2.128308600391789e-8
4136,2.0075898902002144e-8
4137,2.2896478891466028e-8
4138,1.9546229784117407e-8
4139,2.252969954334385e-8
4140,2.120080248522835e-8
4141,2.1329319512371508e-8
4142,2.2950058663975362e-8
4143,1.791525524112929e-8
4144,2.1655329689944702e-8
4145,2.2536319963689193e-8
4146,2.030077884215527e-8
4147,2.209472497329626e-8
4148,2.1373384566932366e-8
4149,2.091120213083749e-8
4150,2.131099366597845e-8
4151,2.088245239341286e-8
4152,2.1116614907639593e-8
4153,2.145119051472966e-8
4154,2.1282992892500045e-8
4155,2.214819813493947e-8
4156,2.087824550015775e-8
4157,1.854291467861969e-8
4158,1.812495762953662e-8
4159,1.812552105076637e-8
4160,1.6419351492699914e-8
4161,1.7764529110142092e-8
4162,1.78461812718227e-8
4163,1.9537387937085966e-8
4164,1.6183658292058017e-8
4165,1.674771261735663e-8
4166,1.7703885820990804e-8
4167,1.6782474655650607e-8
4168,1.694255873931898e-8
4169,1.830532314868676e-8
4170,1.814665990549106e-8
4171,1.7073536997953167e-8
4172,1.9225028841275864e-8
4173,1.922938080591012e-8
4174,1.774236870101156e-8
4175,1.6914742860931296e-8
4176,1.6305082478277222e-8
4177,1.7177644082505415e-8
4178,1.4848493732711572e-8
4179,1.74298640620606e-8
4180,1.6473830758139577e-8
4181,1.7423010566151908e-8
4182,1.665265942166513e-8
4183,1.7163031517224837e-8
4184,1.4627981418678876e-8
4185,1.4823003119283839e-8
4186,1.554984269556784e-8
4187,1.4998920389319333e-8
4188,1.332020779889005e-8
4189,1.2104657342932945e-8
4190,1.3329903333944422e-8
4191,1.2761108463897336e-8
4192,1.0929975790393288e-8
4193,1.2932961954767744e-8
4194,1.228081813489021e-8
4195,1.2886316683358007e-8
4196,1.4876336724039341e-8
4197,1.4052632859919586e-8
4198,1.4318726705511221e-8
4199,1.3602339181277922e-8
4200,1.51542483412026e-8
4201,1.5684114349960447e-8
4202,1.5406312400760873e-8
4203,1.2835062860610032e-8
4204,1.4973006047688123e-8
4205,1.3892314292418018e-8
4206,1.5032845706802054e-8
4207,1.448495999187082e-8
4208,1.4079265541323904e-8
4209,1.4678757642324426e-8
4210,1.6810293651431705e-8
4211,1.1637963746880362e-8
4212,1.0701089589851268e-8
4213,1.0432838870674947e-8
4214,1.1238659150536237e-8
4215,1.1433697553922087e-8
4216,1.1165289803657213e-8
4217,1.2306107371129812e-8
4218,1.261208822224265e-8
4219,1.4773571555280116e-8
4220,1.521055287052373e-8
4221,1.4249194021511057e-8
4222,1.6558347781090704e-8
4223,1.6632288133692956e-8
4224,1.6596174784397178e-8
4225,1.8413578601014957e-8
4226,1.8290812593045232e-8
4227,1.7425353612805503e-8
4228,2.0091312096650732e-8
4229,1.6810293651431705e-8
4230,1.755573432728288e-8
4231,1.41167687339107e-8
4232,1.662912508092839e-8
4233,1.6077943568071303e-8
4234,1.4116011386299754e-8
4235,1.6878750751403558e-8
4236,1.5604720704255614e-8
4237,1.6828743846546822e-8
4238,1.7069893046573414e-8
4239,2.0308212541899334e-8
4240,1.9952779355183172e-8
4241,1.981952308980428e-8
4242,2.259660531262391e-8
4243,2.0198913064427917e-8
4244,1.937682424195446e-8
4245,2.4194942815762526e-8
4246,2.1676442097692833e-8
4247,2.1846255068344866e-8
4248,2.1485872784841952e-8
4249,2.4146823073600077e-8
4250,2.3135825500131927e-8
4251,2.1283291830602688e-8
4252,1.9925030735832365e-8
4253,2.048002111199526e-8
4254,2.2155864477503842e-8
4255,2.2542028784020022e-8
4256,2.3876364485045905e-8
4257,2.0915420480691155e-8
4258,2.2357106725541295e-8
4259,2.505588805292076e-8
4260,2.1085179376002373e-8
4261,2.0842432323797817e-8
4262,1.767338751072887e-8
4263,1.9085225689485247e-8
4264,1.9187995149088e-8
4265,2.127923447169759e-8
4266,1.8781877342346778e-8
4267,1.9761185730188653e-8
4268,2.1418033819946045e-8
4269,1.8653812194621386e-8
4270,2.0152196999819546e-8
4271,1.8737545480754903e-8
4272,2.007434113055349e-8
4273,1.9525052036706038e-8
4274,1.876367923168855e-8
4275,1.6932715051199084e-8
4276,1.7016776702612133e-8
4277,1.8510450987239998e-8
4278,1.8025557267867737e-8
4279,1.744703771992195e-8
4280,1.8820350186622542e-8
4281,1.9265460750095345e-8
4282,2.070072233134001e-8
4283,2.122833829825204e-8
4284,1.893705759345437e-8
4285,1.7228096669875687e-8
4286,1.8001015257142485e-8
4287,1.9589980333315408e-8
4288,2.1046069489027333e-8
4289,2.000382285624461e-8
4290,1.928630364305105e-8
4291,2.0375698231127835e-8
4292,1.9010104315191908e-8
4293,2.0315316838991705e-8
4294,2.198616080298717e-8
4295,1.994501650336723e-8
4296,2.0451835927924995e-8
4297,1.9961629934022465e-8
4298,2.124817330948719e-8
4299,1.8769556027464513e-8
4300,1.975146893292596e-8
4301,1.9992393905217547e-8
4302,1.8620434035127896e-8
4303,2.2121796861558e-8
4304,2.036913094064602e-8
4305,1.8731639889447096e-8
4306,2.045916948123897e-8
4307,1.7042025075964488e-8
4308,1.872418830153183e-8
4309,1.5803460671858044e-8
4310,2.0568792642335154e-8
4311,2.187278076694114e-8
4312,2.03986769418482e-8
4313,2.004246805209484e-8
4314,1.7224633900379442e-8
4315,1.5854531018506576e-8
4316,1.795523939931452e-8
4317,1.9683847876549386e-8
4318,1.9559961696919127e-8
4319,1.9713330361523904e-8
4320,2.2917603427273948e-8
4321,2.0998162872096105e-8
4322,2.294596358349083e-8
4323,2.010860762963673e-8
4324,1.8231105321370517e-8
4325,2.1657134814439093e-8
4326,2.0158977494142463e-8
4327,1.8911740499490916e-8
4328,1.9114920671464475e-8
4329,1.9437763779986768e-8
4330,1.9671568975866394e-8
4331,1.9487256429495686e-8
4332,2.0768302458502486e-8
4333,2.0271892755729634e-8
4334,1.9532642437941887e-8
4335,2.1083528726345854e-8
4336,2.081478838691448e-8
4337,1.992113139574001e-8
4338,1.9716462632165373e-8
4339,2.0622755837994252e-8
4340,1.834142186303519e-8
4341,1.9969215327877945e-8
4342,2.0704130671885876e-8
4343,1.809404224711061e-8
4344,2.114276097516748e-8
4345,2.1119396315116664e-8
4346,1.9692778677677893e-8
4347,2.194102943198658e-8
4348,2.1562176664217265e-8
4349,2.1046374791546673e-8
4350,1.8990788627923715e-8
4351,1.652734146592324e-8
4352,1.970876449332854e-8
4353,1.8446781345954374e-8
4354,1.612905043729061e-8
4355,1.8452550391403872e-8
4356,1.8344505108130625e-8
4357,1.9555620469638435e-8
4358,1.8535956432346707e-8
4359,1.927374017233205e-8
4360,1.863689249344917e-8
4361,2.0527081186817952e-8
4362,2.1348678646348463e-8
4363,2.2781210658310266e-8
4364,2.145234140696423e-8
4365,1.9040397028104948e-8
4366,2.1143466890542302e-8
4367,2.0764477148145563e-8
4368,2.1429384632777137e-8
4369,1.9870317198659564e-8
4370,1.999935548624017e-8
4371,1.8790848885385246e-8
4372,2.047228882545949e-8
4373,1.9506124867344697e-8
4374,2.1506116793424415e-8
4375,2.1008957378386438e-8
4376,2.3019527233149807e-8
4377,2.1036786530782833e-8
4378,2.2714150551401835e-8
4379,2.072337090360692e-8
4380,2.2053696826149098e-8
4381,2.2346319300989895e-8
4382,2.102785627684181e-8
4383,2.025090796902822e-8
4384,2.293675628487327e-8
4385,2.300558069624798e-8
4386,2.4054071634960618e-8
4387,2.1697100468856458e-8
4388,2.2519487365754562e-8
4389,2.4837564046653546e-8
4390,2.0804678072811723e-8
4391,2.2860809253906213e-8
4392,2.1514858790390076e-8
4393,1.9853327191180896e-8
4394,2.106768421190968e-8
4395,2.490181486542322e-8
4396,2.0450126556405016e-8
4397,2.134415666760146e-8
4398,1.9547354987936233e-8
4399,1.955553491571324e-8
4400,1.8706132231583468e-8
4401,1.942564733385727e-8
4402,2.0566983516599365e-8
4403,2.2352942450932002e-8
4404,2.032483366087758e-8
4405,1.9304919722704092e-8
4406,2.0143953024754415e-8
4407,1.7806456373312917e-8
4408,2.0224323339125076e-8
4409,1.6638033714670398e-8
4410,1.6618851226517707e-8
4411,1.4339631798119855e-8
4412,1.3174965905253571e-8
4413,1.3645658553200133e-8
4414,1.7007911995369705e-8
4415,1.4207425912299322e-8
4416,1.4828471950284709e-8
4417,1.547121779785043e-8
4418,1.4035364635940142e-8
4419,1.7874257081276968e-8
4420,1.6592774077547953e-8
4421,1.3622521436949238e-8
4422,1.6803045368799495e-8
4423,1.4183012968482201e-8
4424,1.2405177992060042e-8
4425,1.7041518878286044e-8
4426,1.3402166221273492e-8
4427,1.4717552713874209e-8
4428,1.7917664484852218e-8
4429,1.8868978950612498e-8
4430,1.6436751905069604e-8
4431,1.5352991164921016e-8
4432,1.2989546830517514e-8
4433,1.660009983701677e-8
4434,1.3350262342768013e-8
4435,1.3029747508483082e-8
4436,1.567144345423327e-8
4437,1.505050249245092e-8
4438,1.33467215511454e-8
4439,9.961882157287251e-9
4440,1.2491971939180986e-8
4441,1.7527279006637855e-8
4442,1.311767902519287e-8
4443,1.4437313929072237e-8
4444,1.26882579736089e-8
4445,1.4070074597261458e-8
4446,1.7717796123324316e-8
4447,1.4800350485588156e-8
4448,1.1833139924744619e-8
4449,1.3551251328333982e-8
4450,1.3847115031072964e-8
4451,1.4953332833139643e-8
4452,1.4768265792981952e-8
4453,1.728566133733625e-8
4454,1.9515424387462257e-8
4455,1.9109762958114572e-8
4456,1.7564128266924697e-8
4457,1.812026730600067e-8
4458,1.7707775200880117e-8
4459,1.9364027913032278e-8
4460,2.200895893011581e-8
4461,2.102802574202403e-8
4462,1.9160710096168864e-8
4463,2.0626740268900942e-8
4464,1.8887901098134645e-8
4465,1.8582395534980736e-8
4466,1.5160027880536707e-8
4467,1.4890000077067734e-8
4468,1.2686908275732849e-8
4469,1.338170340955301e-8
4470,1.2561528846337984e-8
4471,1.1233329553017707e-8
4472,1.2086957637758681e-8
4473,1.4538520059177816e-8
4474,1.5749860082936507e-8
4475,1.823149572719404e-8
4476,1.7361034495288136e-8
4477,1.7404117232604352e-8
4478,1.865922063405127e-8
4479,1.88627669909334e-8
4480,1.7287810763093228e-8
4481,1.9989793142763538e-8
4482,1.8605506612638204e-8
4483,1.555689784827805e-8
4484,1.6968677667391143e-8
4485,1.7744317511094507e-8
4486,1.7429318251672506e-8
4487,1.8623752866219086e-8
4488,1.701327805825203e-8
4489,1.917799936889188e-8
4490,1.7031986335396445e-8
4491,1.8860213295998396e-8
4492,1.757399101399227e-8
4493,1.6861763745630143e-8
4494,1.4269540880332051e-8
4495,1.3875064159030182e-8
4496,1.4823064555618005e-8
4497,1.4244663683365103e-8
4498,1.1723235788393275e-8
4499,9.595508621851486e-9
4500,1.1965845746851233e-8
4501,1.2382504657268745e-8
4502,1.7320076264916304e-8
4503,1.682830210673678e-8
4504,1.4875737290570906e-8
4505,1.5287307451441977e-8
4506,1.5137355136459254e-8
4507,1.1918812836073905e-8
4508,1.1895069942125315e-8
4509,1.74726509047079e-8
4510,2.0720169318439208e-8
4511,1.7459363219288433e-8
4512,1.9077831118925268e-8
4513,1.7576908826649675e-8
4514,2.0298885787459874e-8
4515,1.8033175114247794e-8
4516,1.8411429105722695e-8
4517,1.6151988621845305e-8
4518,1.3300868506205667e-8
4519,1.1938506494164463e-8
4520,1.1263438705418843e-8
4521,8.822709912164264e-9
4522,1.0366264837318047e-8
4523,8.650953945513098e-9
4524,9.064177467734263e-9
4525,9.432925403306478e-9
4526,1.199857857736348e-8
4527,1.1076251286295354e-8
4528,1.2255366401953637e-8
4529,1.3133313159654088e-8
4530,1.262459050170861e-8
4531,1.3116893729823221e-8
4532,1.2688345621292635e-8
4533,1.3995045024322786e-8
4534,1.4597998006254976e-8
4535,1.1239888421288123e-8
4536,1.5701603273249123e-8
4537,1.1728500751153493e-8
4538,1.4267438198011857e-8
4539,1.4951360048576362e-8
4540,1.3697957045461262e-8
4541,1.3315485315796655e-8
4542,1.274899644438983e-8
4543,1.3992982790226389e-8
4544,1.491283799691915e-8
4545,1.258529500318788e-8
4546,1.1850579824449583e-8
4547,1.3885866960626582e-8
4548,1.0206068996860875e-8
4549,9.143153268629495e-9
4550,7.707888080163788e-9
4551,6.058982525991356e-9
4552,7.065241317125005e-9
4553,8.642392774703806e-9
4554,1.0104745970751465e-8
4555,1.158883021037709e-8
4556,1.2672596295798527e-8
4557,1.258662229821391e-8
4558,1.20850569129519e-8
4559,1.1129547311662364e-8
4560,1.2870131964914947e-8
4561,1.2470119060618006e-8
4562,1.1823879634118846e-8
4563,1.4326740678383018e-8
4564,1.4624691040598684e-8
4565,1.2967035505384374e-8
4566,1.4528219741640964e-8
4567,1.5892243109613745e-8
4568,1.6038154764421083e-8
4569,1.6044060833263627e-8
4570,1.74657001521258e-8
4571,1.712070720056551e-8
4572,1.7485538026298282e-8
4573,1.7688793011858654e-8
4574,1.690681108802123e-8
4575,1.61733691782672e-8
4576,1.4745269004925651e-8
4577,1.2874981094505823e-8
4578,1.5016838149735824e-8
4579,1.3938851779784066e-8
4580,1.4436044096824934e-8
4581,1.402460376353084e-8
4582,1.642808722211903e-8
4583,1.614427326453225e-8
4584,1.6140303616128737e-8
4585,1.5567920315827135e-8
4586,1.554194615444349e-8
4587,1.513181419814321e-8
4588,1.6977361648060533e-8
4589,1.4709475932168049e-8
4590,1.4916399280817416e-8
4591,1.6967568063863384e-8
4592,1.8521484819239324e-8
4593,1.4760276735310274e-8
4594,1.657965541105536e-8
4595,1.6870066712288444e-8
4596,1.5414083241496672e-8
4597,1.5426112703407438e-8
4598,1.458390074705114e-8
4599,1.3886263436325937e-8
4600,1.441805241457195e-8
4601,1.3492564411512406e-8
4602,1.4769779101406774e-8
4603,2.0545702723436052e-8
4604,1.4679311957842401e-8
4605,1.4708080561771723e-8
4606,1.649831913050967e-8
4607,1.3121400756347777e-8
4608,1.3970276443237794e-8
4609,1.129888790298997e-8
4610,1.329434056411088e-8
4611,1.5430890874810776e-8
4612,1.4782197484863796e-8
4613,1.513472032414365e-8
4614,1.9359859447158233e-8
4615,1.522043974011384e-8
4616,1.526226535227799e-8
4617,1.555396079691357e-8
4618,1.55537459124883e-8
4619,1.814202244877997e-8
4620,1.7987064831263518e-8
4621,1.7815688063867845e-8
4622,1.1747739291611709e-8
4623,1.3800197442702884e-8
4624,1.4656841790611119e-8
4625,1.7035171102059557e-8
4626,1.316278537524921e-8
4627,1.3774149742261815e-8
4628,1.1861838314844132e-8
4629,1.7619569781458482e-8
4630,1.644765546172204e-8
4631,1.3809450574588973e-8
4632,1.4674252915186924e-8
4633,1.669383051539067e-8
4634,1.897603619234613e-8
4635,1.6575811526727106e-8
4636,1.4599433357577873e-8
4637,1.182223805109906e-8
4638,1.56862560568434e-8
4639,1.5711599496220167e-8
4640,1.5725193565716933e-8
4641,1.6173983659159737e-8
4642,1.6901023281439413e-8
4643,1.7375555581380267e-8
4644,1.879768207026304e-8
4645,1.904017781869498e-8
4646,1.717838373929012e-8
4647,1.799584732510531e-8
4648,1.658288160259771e-8
4649,1.9293077106390992e-8
4650,1.886861399573288e-8
4651,1.874856358456184e-8
4652,1.5337748070236333e-8
4653,1.7626504654331996e-8
4654,1.6632456642484962e-8
4655,1.7828118003540148e-8
4656,1.8114251782177302e-8
4657,1.7095535138955706e-8
4658,1.889376024435237e-8
4659,1.667450690831382e-8
4660,1.940546259138101e-8
4661,1.7456573446334315e-8
4662,1.4647742611956201e-8
4663,1.560329430092049e-8
4664,1.5511710829673014e-8
4665,1.6560238988520716e-8
4666,1.8294620289502865e-8
4667,1.6499493025686446e-8
4668,1.7801250022704624e-8
4669,2.1639937394544284e-8
4670,1.5014953791625303e-8
4671,1.6858269799546703e-8
4672,1.6909781659980518e-8
4673,1.6773461647107558e-8
4674,1.708349795424969e-8
4675,1.7464887802549703e-8
4676,1.7185900774649277e-8
4677,1.7322022564594954e-8
4678,1.5328886197350926e-8
4679,1.2902432627592916e-8
4680,1.2545737605111853e-8
4681,1.1413420024445562e-8
4682,9.29884481518512e-9
4683,8.352194513101193e-9
4684,7.785562581932616e-9
4685,8.038231321214211e-9
4686,1.2498278561785903e-8
4687,1.3869633974191376e-8
4688,1.4874168601875358e-8
4689,1.565707024394278e-8
4690,1.2245637524242622e-8
4691,9.455147321170784e-9
4692,1.1809594888249049e-8
4693,7.978587275018187e-9
4694,1.2653888402532395e-8
4695,1.2852076442057261e-8
4696,1.1841753050356157e-8
4697,1.148936958877259e-8
4698,1.2638193487035334e-8
4699,1.3761269495693446e-8
4700,1.9925686817459823e-8
4701,1.810082626667638e-8
4702,1.5072941028012855e-8
4703,1.5468934481068693e-8
4704,2.0956043921064735e-8
4705,1.694274209522209e-8
4706,1.961174781175348e-8
4707,2.034540315260872e-8
4708,2.217687251921561e-8
4709,1.83515605084843e-8
4710,2.0836352690917415e-8
4711,2.1244425929277588e-8
4712,1.8603343279927602e-8
4713,1.7024132861729968e-8
4714,1.98540449135651e-8
4715,1.9173402970444792e-8
4716,1.8140126028714757e-8
4717,1.9356373782987292e-8
4718,1.8650191693269286e-8
4719,1.7273466418152636e-8
4720,1.4404467233132135e-8
4721,2.055620783497384e-8
4722,1.620518524830741e-8
4723,1.7788183462684348e-8
4724,1.4949797154512157e-8
4725,1.7239604567631695e-8
4726,1.566189831571396e-8
4727,1.099866564827865e-8
4728,9.98166522557975e-9
4729,1.280032510268069e-8
4730,1.4751514143381204e-8
4731,1.2572556616381474e-8
4732,1.295439693153118e-8
4733,1.16931090517996e-8
4734,1.5367619538243635e-8
4735,1.7623396000531783e-8
4736,2.147555023967239e-8
4737,2.1050756128151247e-8
4738,1.7818428553425657e-8
4739,1.6753644662213794e-8
4740,1.969597571021455e-8
4741,2.1879853007073533e-8
4742,1.890719050123487e-8
4743,1.6779151680140093e-8
4744,1.7462463043152123e-8
4745,1.920637481827352e-8
4746,1.7775187887061887e-8
4747,1.7947435449244797e-8
